sn,date,branch,pizza_sold,price,quantity,time,time_range
4317,2015-12-13,Ikoyi,Chicken Suya,4000,5,09:31:56,After 9:00am
4318,2015-12-04,Ibadan,Extravaganza,2000,3,09:31:57,After 9:00am
4319,2015-12-05,Ibadan,Chicken Legend,2000,5,09:31:57,After 9:00am
4320,2015-12-03,Lekki,Chicken Feast,2000,1,09:31:59,After 9:00am
4321,2015-12-04,Ibadan,Hot Veggie,4000,2,09:32:00,After 9:00am
4322,2015-12-04,Gbagada,Beef Suya,3000,3,09:32:01,After 9:00am
4323,2015-12-03,Ikoyi,Hot Pepperoni Feast,4000,4,09:32:04,After 9:00am
4324,2015-12-09,Lekki,Italiano,3000,5,09:32:05,After 9:00am
4325,2015-12-08,Lekki,BBQ Philly Steak,4000,3,09:32:06,After 9:00am
4326,2015-12-14,Ibadan,Chicken Suya,4000,2,09:32:07,After 9:00am
4327,2015-12-11,Gbagada,Extravaganza,2000,3,09:32:11,After 9:00am
4328,2015-12-08,Ibadan,BBQ Philly Steak,4000,4,09:32:12,After 9:00am
4329,2015-12-05,Surulere,Hot Pepperoni Feast,4000,1,09:32:12,After 9:00am
4330,2015-12-04,Gbagada,Pepperoni Feast,4000,1,09:32:12,After 9:00am
4331,2015-12-13,Gbagada,Chicken Feast,2000,3,09:32:13,After 9:00am
4332,2015-12-14,Surulere,Chicken Suya,4000,2,09:32:13,After 9:00am
4333,2015-12-10,Lekki,Chicken Legend,2000,3,09:32:16,After 9:00am
4334,2015-12-08,Ibadan,Margarita,4000,2,09:32:16,After 9:00am
4335,2015-12-15,Ibadan,Pepperoni Feast,4000,2,09:32:17,After 9:00am
4336,2015-12-14,Ikoyi,Chicken Feast,2000,5,09:32:19,After 9:00am
4337,2015-12-12,Ibadan,Pepperoni Feast,4000,1,09:32:19,After 9:00am
4338,2015-12-03,Gbagada,Hot Pepperoni Feast,4000,3,09:32:19,After 9:00am
4339,2015-12-14,Ibadan,Chicken Legend,2000,4,09:32:20,After 9:00am
4340,2015-12-04,Lekki,Italiano,3000,3,09:32:21,After 9:00am
4341,2015-12-11,Ikoyi,Extravaganza,2000,1,09:32:22,After 9:00am
4342,2015-12-03,Ibadan,Chicken Feast,2000,5,09:32:24,After 9:00am
4343,2015-12-10,Surulere,Meatzaa,2000,2,09:32:24,After 9:00am
4344,2015-12-11,Lekki,Chicken Suya,4000,2,09:32:25,After 9:00am
4345,2015-12-11,Ikoyi,Italiano,3000,5,09:32:26,After 9:00am
4346,2015-12-06,Ikoyi,Chicken Bali,2000,1,09:32:26,After 9:00am
4347,2015-12-15,Lekki,Veggie Supreme,3000,2,09:32:26,After 9:00am
4348,2015-12-08,Gbagada,Chicken Bali,2000,4,09:32:28,After 9:00am
4349,2015-12-04,Lekki,Extravaganza,2000,2,09:32:28,After 9:00am
4350,2015-12-13,Lekki,BBQ Chicken,4000,3,09:32:28,After 9:00am
4351,2015-12-05,Gbagada,BBQ Philly Steak,4000,4,09:32:29,After 9:00am
4352,2015-12-14,Lekki,Beef Suya,3000,1,09:32:29,After 9:00am
4353,2015-12-04,Ibadan,Meatzaa,2000,3,09:32:29,After 9:00am
4354,2015-12-11,Lekki,Veggie Supreme,3000,1,09:32:30,After 9:00am
4355,2015-12-07,Lekki,Italiano,3000,4,09:32:33,After 9:00am
4356,2015-12-04,Surulere,Chicken Suya,4000,3,09:32:33,After 9:00am
4357,2015-12-12,Ibadan,Pepperoni Suya,3000,3,09:32:34,After 9:00am
4358,2015-12-04,Lekki,Veggie Supreme,3000,2,09:32:35,After 9:00am
4359,2015-12-09,Ikoyi,Margarita,4000,1,09:32:36,After 9:00am
4360,2015-12-04,Ibadan,Hot Pepperoni Feast,4000,2,09:32:37,After 9:00am
4361,2015-12-15,Lekki,Margarita,4000,2,09:32:37,After 9:00am
4362,2015-12-08,Ikoyi,Pepperoni Feast,4000,5,09:32:37,After 9:00am
4363,2015-12-03,Lekki,Pepperoni Suya,3000,3,09:32:37,After 9:00am
4364,2015-12-04,Gbagada,BBQ Chicken,4000,1,09:32:38,After 9:00am
4365,2015-12-09,Gbagada,Beef Suya,3000,4,09:32:41,After 9:00am
4366,2015-12-08,Ikoyi,BBQ Philly Steak,4000,2,09:32:42,After 9:00am
4367,2015-12-12,Gbagada,Italiano,3000,4,09:32:45,After 9:00am
4368,2015-12-04,Lekki,Meatzaa,2000,3,09:32:47,After 9:00am
4369,2015-12-06,Ikoyi,BBQ Philly Steak,4000,1,09:32:49,After 9:00am
4370,2015-12-13,Ikoyi,Hot Veggie,4000,4,09:32:49,After 9:00am
4371,2015-12-10,Ikoyi,Chicken Bali,2000,4,09:32:51,After 9:00am
4372,2015-12-07,Ibadan,Veggie Supreme,3000,1,09:32:51,After 9:00am
4373,2015-12-05,Ikoyi,Veggie Supreme,3000,4,09:32:52,After 9:00am
4374,2015-12-10,Ibadan,Veggie Supreme,3000,1,09:32:55,After 9:00am
4375,2015-12-13,Ibadan,Pepperoni Feast,4000,4,09:32:56,After 9:00am
4376,2015-12-03,Ikoyi,Pepperoni Feast,4000,5,09:32:57,After 9:00am
4377,2015-12-12,Ibadan,Chicken Bali,2000,3,09:32:57,After 9:00am
4378,2015-12-11,Lekki,BBQ Chicken,4000,1,09:32:57,After 9:00am
4379,2015-12-05,Ibadan,Margarita,4000,1,09:32:58,After 9:00am
4380,2015-12-08,Gbagada,Veggie Supreme,3000,1,09:32:59,After 9:00am
4381,2015-12-13,Gbagada,Veggie Supreme,3000,2,09:32:59,After 9:00am
4382,2015-12-08,Lekki,Hot Pepperoni Feast,4000,3,09:32:59,After 9:00am
4383,2015-12-15,Surulere,BBQ Philly Steak,4000,4,09:32:59,After 9:00am
4384,2015-12-11,Surulere,Beef Suya,3000,3,09:33:03,After 9:00am
4385,2015-12-04,Lekki,Chicken Suya,4000,2,09:33:04,After 9:00am
4386,2015-12-15,Ikoyi,Veggie Supreme,3000,3,09:33:06,After 9:00am
4387,2015-12-09,Lekki,Veggie Supreme,3000,1,09:33:06,After 9:00am
4388,2015-12-03,Ikoyi,Chicken Legend,2000,3,09:33:06,After 9:00am
4389,2015-12-12,Ikoyi,Pepperoni Feast,4000,2,09:33:07,After 9:00am
4390,2015-12-08,Lekki,BBQ Philly Steak,4000,2,09:33:07,After 9:00am
4391,2015-12-13,Lekki,Hot Pepperoni Feast,4000,3,09:33:09,After 9:00am
4392,2015-12-05,Ikoyi,Beef Suya,3000,1,09:33:10,After 9:00am
4393,2015-12-04,Gbagada,Hot Pepperoni Feast,4000,5,09:33:11,After 9:00am
4394,2015-12-07,Ikoyi,BBQ Philly Steak,4000,1,09:33:11,After 9:00am
4395,2015-12-04,Lekki,Hot Veggie,4000,1,09:33:13,After 9:00am
4396,2015-12-06,Lekki,Margarita,4000,5,09:33:13,After 9:00am
4397,2015-12-10,Surulere,Meatzaa,2000,3,09:33:13,After 9:00am
4398,2015-12-04,Ikoyi,Beef Suya,3000,3,09:33:13,After 9:00am
4399,2015-12-12,Ibadan,Chicken Feast,2000,4,09:33:13,After 9:00am
4400,2015-12-13,Surulere,Pepperoni Suya,3000,4,09:33:14,After 9:00am
4401,2015-12-04,Ibadan,Pepperoni Suya,3000,5,09:33:15,After 9:00am
4402,2015-12-09,Ikoyi,Chicken Bali,2000,1,09:33:15,After 9:00am
4403,2015-12-13,Gbagada,Meatzaa,2000,1,09:33:17,After 9:00am
4404,2015-12-10,Lekki,Italiano,3000,1,09:33:19,After 9:00am
4405,2015-12-13,Lekki,Chicken Legend,2000,5,09:33:19,After 9:00am
4406,2015-12-04,Lekki,Veggie Supreme,3000,4,09:33:20,After 9:00am
4407,2015-12-06,Ibadan,Meatzaa,2000,3,09:33:22,After 9:00am
4408,2015-12-07,Surulere,Meatzaa,2000,3,09:33:22,After 9:00am
4409,2015-12-03,Gbagada,Hot Veggie,4000,2,09:33:23,After 9:00am
4410,2015-12-15,Surulere,Margarita,4000,3,09:33:24,After 9:00am
4411,2015-12-13,Ikoyi,Pepperoni Feast,4000,3,09:33:25,After 9:00am
4412,2015-12-15,Ibadan,Hot Veggie,4000,5,09:33:27,After 9:00am
4413,2015-12-12,Ibadan,Hot Veggie,4000,4,09:33:27,After 9:00am
4414,2015-12-05,Surulere,BBQ Philly Steak,4000,3,09:33:28,After 9:00am
4415,2015-12-11,Lekki,Italiano,3000,1,09:33:29,After 9:00am
4416,2015-12-11,Surulere,BBQ Chicken,4000,4,09:33:30,After 9:00am
4417,2015-12-09,Ibadan,Veggie Supreme,3000,2,09:33:30,After 9:00am
4418,2015-12-06,Ikoyi,Extravaganza,2000,1,09:33:30,After 9:00am
4419,2015-12-05,Gbagada,Meatzaa,2000,3,09:33:32,After 9:00am
4420,2015-12-08,Ikoyi,Italiano,3000,1,09:33:32,After 9:00am
4421,2015-12-03,Ibadan,Chicken Legend,2000,1,09:33:32,After 9:00am
4422,2015-12-03,Gbagada,Margarita,4000,1,09:33:34,After 9:00am
4423,2015-12-13,Ibadan,Pepperoni Feast,4000,1,09:33:34,After 9:00am
4424,2015-12-12,Ibadan,Hot Veggie,4000,3,09:33:35,After 9:00am
4425,2015-12-04,Lekki,Chicken Bali,2000,1,09:33:35,After 9:00am
4426,2015-12-11,Gbagada,Chicken Suya,4000,2,09:33:36,After 9:00am
4427,2015-12-11,Surulere,Extravaganza,2000,5,09:33:36,After 9:00am
4428,2015-12-11,Lekki,Hot Veggie,4000,5,09:33:36,After 9:00am
4429,2015-12-03,Ikoyi,Italiano,3000,3,09:33:37,After 9:00am
4430,2015-12-08,Gbagada,Italiano,3000,1,09:33:37,After 9:00am
4431,2015-12-03,Ikoyi,Italiano,3000,2,09:33:38,After 9:00am
4432,2015-12-14,Ikoyi,Beef Suya,3000,1,09:33:40,After 9:00am
4433,2015-12-07,Surulere,Extravaganza,2000,5,09:33:41,After 9:00am
4434,2015-12-15,Lekki,Pepperoni Suya,3000,1,09:33:43,After 9:00am
4435,2015-12-10,Ibadan,Chicken Suya,4000,5,09:33:44,After 9:00am
4436,2015-12-14,Surulere,BBQ Chicken,4000,4,09:33:45,After 9:00am
4437,2015-12-03,Lekki,BBQ Chicken,4000,1,09:33:47,After 9:00am
4438,2015-12-05,Ibadan,Pepperoni Feast,4000,5,09:33:48,After 9:00am
4439,2015-12-14,Ikoyi,Hot Veggie,4000,5,09:33:49,After 9:00am
4440,2015-12-09,Gbagada,Chicken Bali,2000,1,09:33:50,After 9:00am
4441,2015-12-11,Lekki,Chicken Feast,2000,5,09:33:50,After 9:00am
4442,2015-12-10,Lekki,Extravaganza,2000,5,09:33:51,After 9:00am
4443,2015-12-03,Surulere,Italiano,3000,4,09:33:51,After 9:00am
4444,2015-12-05,Ikoyi,Pepperoni Suya,3000,5,09:33:52,After 9:00am
4445,2015-12-06,Gbagada,Hot Veggie,4000,1,09:33:53,After 9:00am
4446,2015-12-09,Ibadan,Extravaganza,2000,1,09:33:56,After 9:00am
4447,2015-12-12,Lekki,Chicken Legend,2000,4,09:33:57,After 9:00am
4448,2015-12-08,Ibadan,Meatzaa,2000,2,09:33:57,After 9:00am
4449,2015-12-04,Ibadan,Chicken Suya,4000,3,09:33:59,After 9:00am
4450,2015-12-12,Ibadan,Chicken Legend,2000,2,09:33:59,After 9:00am
4451,2015-12-11,Lekki,Beef Suya,3000,5,09:34:00,After 9:00am
4452,2015-12-05,Ibadan,Chicken Feast,2000,1,09:34:03,After 9:00am
4453,2015-12-06,Ikoyi,Chicken Suya,4000,2,09:34:04,After 9:00am
4454,2015-12-09,Surulere,Veggie Supreme,3000,3,09:34:04,After 9:00am
4455,2015-12-10,Ibadan,Chicken Feast,2000,3,09:34:06,After 9:00am
4456,2015-12-14,Ibadan,Chicken Feast,2000,1,09:34:09,After 9:00am
4457,2015-12-10,Lekki,Chicken Legend,2000,3,09:34:10,After 9:00am
4458,2015-12-14,Gbagada,Veggie Supreme,3000,2,09:34:10,After 9:00am
4459,2015-12-03,Lekki,Pepperoni Suya,3000,4,09:34:11,After 9:00am
4460,2015-12-14,Ikoyi,Extravaganza,2000,1,09:34:13,After 9:00am
4461,2015-12-10,Gbagada,Extravaganza,2000,2,09:34:13,After 9:00am
4462,2015-12-08,Ibadan,Chicken Feast,2000,1,09:34:13,After 9:00am
4463,2015-12-15,Surulere,Chicken Feast,2000,2,09:34:14,After 9:00am
4464,2015-12-12,Ikoyi,Chicken Suya,4000,2,09:34:18,After 9:00am
4465,2015-12-05,Lekki,Chicken Bali,2000,3,09:34:18,After 9:00am
4466,2015-12-13,Ikoyi,BBQ Philly Steak,4000,5,09:34:18,After 9:00am
4467,2015-12-11,Surulere,Italiano,3000,5,09:34:20,After 9:00am
4468,2015-12-03,Surulere,Hot Veggie,4000,3,09:34:20,After 9:00am
4469,2015-12-03,Surulere,Chicken Feast,2000,3,09:34:20,After 9:00am
4470,2015-12-12,Gbagada,Meatzaa,2000,1,09:34:20,After 9:00am
4471,2015-12-06,Ibadan,Extravaganza,2000,5,09:34:26,After 9:00am
4472,2015-12-04,Surulere,Hot Pepperoni Feast,4000,5,09:34:27,After 9:00am
4473,2015-12-09,Gbagada,Pepperoni Suya,3000,5,09:34:28,After 9:00am
4474,2015-12-04,Ikoyi,Chicken Bali,2000,4,09:34:29,After 9:00am
4475,2015-12-13,Surulere,Extravaganza,2000,2,09:34:30,After 9:00am
4476,2015-12-08,Ikoyi,Chicken Feast,2000,4,09:34:32,After 9:00am
4477,2015-12-07,Ikoyi,Italiano,3000,4,09:34:32,After 9:00am
4478,2015-12-14,Ibadan,Veggie Supreme,3000,3,09:34:33,After 9:00am
4479,2015-12-04,Gbagada,Beef Suya,3000,5,09:34:34,After 9:00am
4480,2015-12-14,Surulere,Beef Suya,3000,3,09:34:35,After 9:00am
4481,2015-12-15,Surulere,Hot Veggie,4000,1,09:34:35,After 9:00am
4482,2015-12-04,Gbagada,Chicken Bali,2000,2,09:34:36,After 9:00am
4483,2015-12-05,Ikoyi,Extravaganza,2000,5,09:34:37,After 9:00am
4484,2015-12-13,Gbagada,Chicken Bali,2000,4,09:34:39,After 9:00am
4485,2015-12-04,Ikoyi,Extravaganza,2000,4,09:34:39,After 9:00am
4486,2015-12-13,Ibadan,Hot Veggie,4000,3,09:34:41,After 9:00am
4487,2015-12-09,Ikoyi,Extravaganza,2000,3,09:34:41,After 9:00am
4488,2015-12-07,Ibadan,BBQ Philly Steak,4000,4,09:34:42,After 9:00am
4489,2015-12-10,Gbagada,Italiano,3000,1,09:34:43,After 9:00am
4490,2015-12-13,Gbagada,Italiano,3000,5,09:34:43,After 9:00am
4491,2015-12-14,Gbagada,Beef Suya,3000,4,09:34:44,After 9:00am
4492,2015-12-10,Surulere,Beef Suya,3000,3,09:34:44,After 9:00am
4493,2015-12-13,Gbagada,Chicken Suya,4000,3,09:34:44,After 9:00am
4494,2015-12-06,Gbagada,Margarita,4000,1,09:34:45,After 9:00am
4495,2015-12-11,Ibadan,Chicken Feast,2000,5,09:34:46,After 9:00am
4496,2015-12-12,Ikoyi,Chicken Suya,4000,4,09:34:47,After 9:00am
4497,2015-12-11,Ibadan,Meatzaa,2000,5,09:34:48,After 9:00am
4498,2015-12-05,Lekki,Chicken Bali,2000,1,09:34:50,After 9:00am
4499,2015-12-06,Surulere,Chicken Suya,4000,4,09:34:51,After 9:00am
4500,2015-12-09,Ibadan,Veggie Supreme,3000,1,09:34:51,After 9:00am
4501,2015-12-14,Lekki,Margarita,4000,5,09:34:53,After 9:00am
4502,2015-12-03,Surulere,Beef Suya,3000,2,09:34:53,After 9:00am
4503,2015-12-10,Gbagada,Hot Veggie,4000,1,09:34:53,After 9:00am
4504,2015-12-08,Ibadan,Hot Pepperoni Feast,4000,3,09:34:54,After 9:00am
4505,2015-12-10,Surulere,Beef Suya,3000,3,09:34:55,After 9:00am
4506,2015-12-04,Surulere,BBQ Chicken,4000,2,09:34:56,After 9:00am
4507,2015-12-07,Gbagada,Margarita,4000,1,09:34:56,After 9:00am
4508,2015-12-06,Surulere,Veggie Supreme,3000,5,09:34:58,After 9:00am
4509,2015-12-03,Lekki,Extravaganza,2000,5,09:34:59,After 9:00am
4510,2015-12-06,Lekki,Pepperoni Suya,3000,3,09:35:00,After 9:00am
4511,2015-12-11,Gbagada,Hot Pepperoni Feast,4000,4,09:35:02,After 9:00am
4512,2015-12-08,Lekki,Italiano,3000,3,09:35:04,After 9:00am
4513,2015-12-08,Gbagada,Chicken Bali,2000,2,09:35:05,After 9:00am
4514,2015-12-05,Gbagada,Chicken Suya,4000,1,09:35:08,After 9:00am
4515,2015-12-03,Ikoyi,Hot Veggie,4000,3,09:35:11,After 9:00am
4516,2015-12-04,Lekki,BBQ Philly Steak,4000,2,09:35:12,After 9:00am
4517,2015-12-05,Gbagada,Extravaganza,2000,1,09:35:14,After 9:00am
4518,2015-12-10,Lekki,BBQ Philly Steak,4000,3,09:35:14,After 9:00am
4519,2015-12-14,Ikoyi,Hot Veggie,4000,1,09:35:14,After 9:00am
4520,2015-12-06,Lekki,Veggie Supreme,3000,1,09:35:18,After 9:00am
4521,2015-12-11,Gbagada,Chicken Bali,2000,4,09:35:18,After 9:00am
4522,2015-12-06,Gbagada,Pepperoni Suya,3000,2,09:35:20,After 9:00am
4523,2015-12-11,Gbagada,Beef Suya,3000,4,09:35:20,After 9:00am
4524,2015-12-07,Lekki,Veggie Supreme,3000,5,09:35:20,After 9:00am
4525,2015-12-03,Surulere,Chicken Bali,2000,1,09:35:20,After 9:00am
4526,2015-12-06,Ibadan,Italiano,3000,5,09:35:20,After 9:00am
4527,2015-12-15,Lekki,Chicken Feast,2000,3,09:35:23,After 9:00am
4528,2015-12-07,Ibadan,Hot Veggie,4000,4,09:35:23,After 9:00am
4529,2015-12-13,Surulere,BBQ Philly Steak,4000,4,09:35:25,After 9:00am
4530,2015-12-10,Ibadan,Italiano,3000,2,09:35:26,After 9:00am
4531,2015-12-12,Ikoyi,Chicken Bali,2000,5,09:35:26,After 9:00am
4532,2015-12-08,Ikoyi,Chicken Legend,2000,1,09:35:27,After 9:00am
4533,2015-12-04,Ibadan,Meatzaa,2000,3,09:35:28,After 9:00am
4534,2015-12-08,Lekki,Meatzaa,2000,1,09:35:29,After 9:00am
4535,2015-12-10,Ikoyi,Beef Suya,3000,5,09:35:29,After 9:00am
4536,2015-12-14,Ikoyi,Meatzaa,2000,5,09:35:30,After 9:00am
4537,2015-12-08,Ikoyi,Chicken Feast,2000,5,09:35:30,After 9:00am
4538,2015-12-04,Ikoyi,Hot Pepperoni Feast,4000,5,09:35:31,After 9:00am
4539,2015-12-08,Ikoyi,Chicken Suya,4000,1,09:35:32,After 9:00am
4540,2015-12-03,Ikoyi,BBQ Philly Steak,4000,5,09:35:32,After 9:00am
4541,2015-12-04,Gbagada,Pepperoni Feast,4000,4,09:35:32,After 9:00am
4542,2015-12-07,Gbagada,Meatzaa,2000,5,09:35:34,After 9:00am
4543,2015-12-09,Surulere,Pepperoni Feast,4000,3,09:35:34,After 9:00am
4544,2015-12-06,Ibadan,Chicken Suya,4000,3,09:35:35,After 9:00am
4545,2015-12-05,Surulere,Veggie Supreme,3000,5,09:35:36,After 9:00am
4546,2015-12-13,Ikoyi,Extravaganza,2000,3,09:35:37,After 9:00am
4547,2015-12-09,Gbagada,Chicken Suya,4000,4,09:35:38,After 9:00am
4548,2015-12-06,Surulere,Beef Suya,3000,1,09:35:38,After 9:00am
4549,2015-12-14,Gbagada,BBQ Philly Steak,4000,4,09:35:40,After 9:00am
4550,2015-12-08,Surulere,Extravaganza,2000,5,09:35:42,After 9:00am
4551,2015-12-11,Gbagada,Chicken Suya,4000,4,09:35:43,After 9:00am
4552,2015-12-14,Surulere,BBQ Philly Steak,4000,4,09:35:44,After 9:00am
4553,2015-12-09,Lekki,BBQ Philly Steak,4000,2,09:35:44,After 9:00am
4554,2015-12-14,Ikoyi,Chicken Suya,4000,5,09:35:44,After 9:00am
4555,2015-12-06,Ibadan,Chicken Feast,2000,1,09:35:45,After 9:00am
4556,2015-12-06,Surulere,Chicken Legend,2000,5,09:35:45,After 9:00am
4557,2015-12-05,Lekki,Chicken Feast,2000,3,09:35:46,After 9:00am
4558,2015-12-07,Ikoyi,Beef Suya,3000,4,09:35:46,After 9:00am
4559,2015-12-11,Gbagada,Meatzaa,2000,2,09:35:46,After 9:00am
4560,2015-12-14,Surulere,Extravaganza,2000,2,09:35:47,After 9:00am
4561,2015-12-11,Gbagada,Pepperoni Suya,3000,5,09:35:47,After 9:00am
4562,2015-12-07,Surulere,Meatzaa,2000,1,09:35:47,After 9:00am
4563,2015-12-04,Gbagada,Italiano,3000,1,09:35:48,After 9:00am
4564,2015-12-03,Gbagada,Pepperoni Feast,4000,5,09:35:48,After 9:00am
4565,2015-12-14,Gbagada,Hot Pepperoni Feast,4000,4,09:35:48,After 9:00am
4566,2015-12-10,Surulere,Margarita,4000,5,09:35:50,After 9:00am
4567,2015-12-09,Gbagada,BBQ Philly Steak,4000,5,09:35:55,After 9:00am
4568,2015-12-09,Ikoyi,Chicken Suya,4000,1,09:35:55,After 9:00am
4569,2015-12-08,Surulere,Chicken Suya,4000,3,09:35:57,After 9:00am
4570,2015-12-06,Lekki,Beef Suya,3000,3,09:35:57,After 9:00am
4571,2015-12-04,Lekki,Margarita,4000,5,09:35:57,After 9:00am
4572,2015-12-14,Surulere,Hot Pepperoni Feast,4000,5,09:35:58,After 9:00am
4573,2015-12-15,Surulere,Extravaganza,2000,4,09:35:58,After 9:00am
4574,2015-12-03,Surulere,Hot Pepperoni Feast,4000,5,09:35:59,After 9:00am
4575,2015-12-09,Surulere,BBQ Philly Steak,4000,2,09:35:59,After 9:00am
4576,2015-12-10,Ikoyi,Chicken Legend,2000,1,09:35:59,After 9:00am
4577,2015-12-12,Surulere,Pepperoni Feast,4000,3,09:36:00,After 9:00am
4578,2015-12-13,Ibadan,Pepperoni Feast,4000,5,09:36:00,After 9:00am
4579,2015-12-10,Gbagada,Chicken Suya,4000,3,09:36:02,After 9:00am
4580,2015-12-09,Ikoyi,Beef Suya,3000,2,09:36:02,After 9:00am
4581,2015-12-08,Ibadan,Pepperoni Feast,4000,5,09:36:02,After 9:00am
4582,2015-12-11,Ikoyi,Extravaganza,2000,3,09:36:03,After 9:00am
4583,2015-12-07,Ibadan,Hot Veggie,4000,4,09:36:03,After 9:00am
4584,2015-12-12,Gbagada,Chicken Legend,2000,4,09:36:04,After 9:00am
4585,2015-12-11,Surulere,Chicken Feast,2000,4,09:36:04,After 9:00am
4586,2015-12-05,Lekki,Margarita,4000,5,09:36:05,After 9:00am
4587,2015-12-09,Surulere,Chicken Legend,2000,4,09:36:06,After 9:00am
4588,2015-12-04,Gbagada,Veggie Supreme,3000,1,09:36:06,After 9:00am
4589,2015-12-10,Ikoyi,Pepperoni Feast,4000,1,09:36:07,After 9:00am
4590,2015-12-12,Surulere,Italiano,3000,2,09:36:07,After 9:00am
4591,2015-12-07,Ibadan,Pepperoni Feast,4000,1,09:36:10,After 9:00am
4592,2015-12-13,Gbagada,Italiano,3000,1,09:36:12,After 9:00am
4593,2015-12-07,Lekki,Chicken Bali,2000,1,09:36:12,After 9:00am
4594,2015-12-08,Ikoyi,BBQ Chicken,4000,5,09:36:12,After 9:00am
4595,2015-12-08,Gbagada,Chicken Feast,2000,5,09:36:13,After 9:00am
4596,2015-12-13,Ikoyi,Chicken Suya,4000,2,09:36:13,After 9:00am
4597,2015-12-13,Ibadan,Pepperoni Feast,4000,3,09:36:14,After 9:00am
4598,2015-12-12,Lekki,Chicken Bali,2000,1,09:36:14,After 9:00am
4599,2015-12-10,Ibadan,Pepperoni Suya,3000,3,09:36:14,After 9:00am
4600,2015-12-15,Ibadan,Chicken Suya,4000,4,09:36:14,After 9:00am
4601,2015-12-06,Ibadan,Chicken Feast,2000,3,09:36:16,After 9:00am
4602,2015-12-04,Ibadan,Beef Suya,3000,5,09:36:17,After 9:00am
4603,2015-12-07,Ikoyi,Veggie Supreme,3000,2,09:36:17,After 9:00am
4604,2015-12-10,Ibadan,Hot Pepperoni Feast,4000,4,09:36:19,After 9:00am
4605,2015-12-14,Lekki,Chicken Bali,2000,2,09:36:19,After 9:00am
4606,2015-12-10,Gbagada,Chicken Bali,2000,5,09:36:21,After 9:00am
4607,2015-12-07,Surulere,Veggie Supreme,3000,2,09:36:23,After 9:00am
4608,2015-12-15,Ikoyi,Italiano,3000,4,09:36:24,After 9:00am
4609,2015-12-10,Surulere,Pepperoni Suya,3000,1,09:36:25,After 9:00am
4610,2015-12-14,Ikoyi,Beef Suya,3000,4,09:36:25,After 9:00am
4611,2015-12-03,Ikoyi,Italiano,3000,2,09:36:26,After 9:00am
4612,2015-12-12,Lekki,Extravaganza,2000,4,09:36:27,After 9:00am
4613,2015-12-03,Lekki,Pepperoni Suya,3000,4,09:36:27,After 9:00am
4614,2015-12-10,Gbagada,BBQ Philly Steak,4000,1,09:36:27,After 9:00am
4615,2015-12-04,Gbagada,Chicken Feast,2000,5,09:36:30,After 9:00am
4616,2015-12-08,Ikoyi,Pepperoni Suya,3000,3,09:36:32,After 9:00am
4617,2015-12-09,Ibadan,Chicken Bali,2000,5,09:36:33,After 9:00am
4618,2015-12-11,Ikoyi,Italiano,3000,3,09:36:33,After 9:00am
4619,2015-12-04,Surulere,Veggie Supreme,3000,1,09:36:33,After 9:00am
4620,2015-12-11,Ikoyi,Margarita,4000,3,09:36:34,After 9:00am
4621,2015-12-06,Lekki,Pepperoni Suya,3000,1,09:36:34,After 9:00am
4622,2015-12-12,Ibadan,Chicken Feast,2000,1,09:36:34,After 9:00am
4623,2015-12-04,Ibadan,Margarita,4000,4,09:36:36,After 9:00am
4624,2015-12-11,Ibadan,Hot Veggie,4000,1,09:36:36,After 9:00am
4625,2015-12-05,Lekki,Margarita,4000,1,09:36:36,After 9:00am
4626,2015-12-05,Ikoyi,Extravaganza,2000,4,09:36:37,After 9:00am
4627,2015-12-13,Lekki,Meatzaa,2000,2,09:36:37,After 9:00am
4628,2015-12-09,Ibadan,BBQ Philly Steak,4000,1,09:36:39,After 9:00am
4629,2015-12-11,Lekki,Extravaganza,2000,4,09:36:39,After 9:00am
4630,2015-12-09,Surulere,BBQ Philly Steak,4000,4,09:36:41,After 9:00am
4631,2015-12-06,Gbagada,Hot Veggie,4000,3,09:36:42,After 9:00am
4632,2015-12-08,Ibadan,Hot Pepperoni Feast,4000,1,09:36:44,After 9:00am
4633,2015-12-07,Surulere,Chicken Suya,4000,5,09:36:44,After 9:00am
4634,2015-12-12,Surulere,Pepperoni Feast,4000,1,09:36:44,After 9:00am
4635,2015-12-12,Surulere,Chicken Legend,2000,3,09:36:46,After 9:00am
4636,2015-12-07,Lekki,Extravaganza,2000,3,09:36:46,After 9:00am
4637,2015-12-04,Ibadan,Extravaganza,2000,3,09:36:47,After 9:00am
4638,2015-12-11,Gbagada,Pepperoni Suya,3000,3,09:36:48,After 9:00am
4639,2015-12-04,Ibadan,Hot Pepperoni Feast,4000,2,09:36:49,After 9:00am
4640,2015-12-10,Gbagada,Chicken Legend,2000,4,09:36:49,After 9:00am
4641,2015-12-13,Gbagada,Hot Pepperoni Feast,4000,3,09:36:50,After 9:00am
4642,2015-12-04,Ibadan,Chicken Legend,2000,5,09:36:50,After 9:00am
4643,2015-12-03,Ikoyi,Extravaganza,2000,5,09:36:51,After 9:00am
4644,2015-12-08,Ikoyi,Extravaganza,2000,3,09:36:51,After 9:00am
4645,2015-12-03,Ibadan,BBQ Chicken,4000,5,09:36:52,After 9:00am
4646,2015-12-09,Lekki,Veggie Supreme,3000,5,09:36:52,After 9:00am
4647,2015-12-14,Ibadan,Chicken Feast,2000,2,09:36:53,After 9:00am
4648,2015-12-10,Ibadan,Margarita,4000,4,09:36:53,After 9:00am
